,store_id,revenue,mae_rev,percentage_error
0,1,4314.334710743801,1583.73,0.3670855661838442
1,2,4545.464876033057,1485.58,0.3268268572116882
2,3,8738.128099173553,1090.92,0.12484596101345535
3,4,8950.871900826447,1434.68,0.16028382663676977
4,5,3760.5785123966944,1350.31,0.35906975364261695
5,6,6971.576446280992,1765.09,0.25318376892239236
6,7,11336.431818181818,2513.26,0.22169762411212446
7,8,4602.051652892562,1330.58,0.2891275675195172
8,9,5997.309917355372,826.97,0.1378901559859138
9,10,5198.923553719008,1218.64,0.2344023695305648
10,11,9935.177685950413,1928.07,0.1940649740695159
11,12,9523.613636363636,1208.45,0.12688985989370918
12,13,6235.259345794392,2132.47,0.34200181287380216
13,14,6904.828512396694,943.2,0.13660006158105314
14,15,6241.448347107438,946.89,0.15170997937343028
15,16,9683.95867768595,1643.46,0.16970952217990218
16,17,7960.365702479339,1830.76,0.2299844088104885
17,18,5995.363636363636,715.22,0.11929551623224008
18,19,2340.3285123966944,503.87,0.21529883404445407
19,20,2785.6168224299067,555.98,0.19958954710612928
20,21,5040.572314049587,1245.84,0.24716240981752613
21,22,5576.558411214954,1671.52,0.29974042711332943
22,23,5096.417355371901,919.93,0.18050523256898177
23,24,11738.398760330578,1492.74,0.12716725939185605
24,25,4036.03305785124,755.93,0.1872952944549103
25,26,5005.824380165289,736.51,0.14713061107742675
26,27,11860.971074380166,3116.22,0.26272890983867847
27,28,6689.138429752066,1531.3,0.22892335329600255
28,29,5372.365702479339,977.84,0.18201292580449768
29,30,4450.493801652892,1192.46,0.26793880705038303
30,31,7355.105371900827,1411.95,0.1919686977421373
31,32,3390.7032710280373,1726.79,0.5092719303262563
32,33,3051.404958677686,514.31,0.16854858891717672
33,34,10204.878099173553,2527.14,0.24764039074652558
34,35,12342.952479338843,1967.41,0.15939541234508467
35,36,7899.978971962617,1680.46,0.21271702190145425
36,37,6529.923553719008,1255.13,0.19221205113269083
37,38,5108.024793388429,1201.31,0.23518092581596614
38,39,4591.198347107438,1567.62,0.3414402692899637
39,40,4505.020661157025,1448.97,0.32163448494104374
40,41,6755.52570093458,1796.88,0.265986701782722
41,42,9367.059917355371,2063.36,0.22027829630693282
42,43,6392.880165289256,1129.03,0.17660740868101588
43,44,4692.109504132231,1286.05,0.27408780610670014
44,45,6724.111570247934,2028.76,0.3017142084579056
45,46,1950.892523364486,743.42,0.3810666098191338
46,47,8926.623966942148,1170.95,0.13117501132974393
47,48,3633.2334710743803,1770.42,0.48728495267232874
48,49,6753.126033057852,1125.7,0.16669317209385429
49,50,3966.3305785123966,2033.04,0.5125745219054604
50,51,8443.016355140187,1525.12,0.18063686434428053
51,52,9078.740654205607,1348.45,0.1485283093063517
52,53,4438.623966942148,1640.44,0.3695830086571019
53,54,7398.966942148761,1548.07,0.209227857362263
54,55,4168.537190082645,1927.22,0.46232525035042116
55,56,2653.818181818182,529.59,0.19955775554946562
56,57,13203.165289256198,2261.78,0.17130589146229025
57,58,8070.679906542056,1284.92,0.15920839568404266
58,59,6882.31611570248,2047.02,0.2974318478817883
59,60,9998.179752066115,2742.7,0.27431993302913193
60,61,5807.270661157025,1540.9,0.2653397938392276
61,62,8158.626033057852,1091.64,0.13380194110831842
62,63,8750.42561983471,1332.42,0.15226916471123247
63,64,12926.859504132231,1860.59,0.14393209730524564
64,65,6418.923553719008,1937.7,0.3018730451895368
65,66,5718.584710743801,930.86,0.16277803811337185
66,67,7256.774793388429,1711.27,0.23581688128989753
67,68,9480.894628099173,1822.61,0.19224029709160637
68,69,11912.320247933885,2444.61,0.2052169475903741
69,70,6104.219008264463,693.9,0.11367547577512098
70,71,6572.888429752066,1315.31,0.20011141434354368
71,72,4107.044392523365,1991.11,0.4848036226792921
72,73,5715.204545454545,2194.16,0.38391626800917805
73,74,5213.376033057852,895.01,0.17167570386727718
74,75,7700.489669421488,1786.84,0.2320423864855648
75,76,7428.565420560748,2016.34,0.2714306041404958
76,77,9541.710743801654,1723.85,0.18066466761422442
77,78,3077.1673553719006,1587.21,0.5158023001996175
78,79,6821.971074380165,1234.48,0.18095649872161956
79,80,7068.952479338843,1493.52,0.2112788287041489
80,81,8689.530373831776,1467.71,0.16890556069864932
81,82,11286.400826446281,1722.74,0.1526385626818496
82,83,4899.940082644628,1567.87,0.3199773820813292
83,84,10853.076446280991,2158.86,0.19891687031650584
84,85,11461.198347107438,3802.02,0.3317297096563684
85,86,4360.030991735537,1637.47,0.3755638441799688
86,87,7490.398760330579,1469.75,0.19621785795755614
87,88,5073.855371900827,1030.76,0.2031512379537623
88,89,5459.7990654205605,720.62,0.13198654224548678
89,90,7139.667355371901,1433.29,0.20075024908850822
90,91,6976.035123966943,2234.4,0.32029655245333716
91,92,2154.935950413223,573.54,0.2661517619073643
92,93,3974.9256198347107,1181.49,0.29723575055201407
93,94,8905.489669421488,939.44,0.10548998818399924
94,95,2775.3264462809916,582.85,0.2100113306602306
95,96,4302.376033057852,1588.84,0.3692936153864624
96,97,8411.601239669422,1189.18,0.1413737962745765
97,98,6445.239669421488,2192.36,0.3401518193964666
98,99,3688.61214953271,1519.73,0.4120059085617137
99,100,6531.165887850468,1105.47,0.1692607444034516
100,101,6241.826446280992,910.45,0.14586275472982188
101,102,5930.3140495867765,954.38,0.16093245518194793
102,103,4455.456611570248,1863.42,0.41823322780451677
103,104,9495.44214876033,1817.14,0.1913697089121053
104,105,3103.706611570248,1978.54,0.6374764910524207
105,106,10867.712809917355,1837.83,0.16910917983799537
106,107,2642.9504132231405,406.32,0.1537372770851509
107,108,14016.420560747663,2773.9,0.19790359371551525
108,109,5914.929752066116,873.15,0.1476179830698757
109,110,5839.256198347108,1944.22,0.33295679003609086
110,111,5794.586776859504,616.47,0.10638722375542863
111,112,7707.896694214876,1321.19,0.17140733100271216
112,113,8701.904205607476,1878.41,0.21586194878927298
113,114,3978.6074380165287,1194.63,0.30026335058468695
114,115,6276.6355140186915,941.45,0.14999277843954736
115,116,9214.004132231405,1528.78,0.16591917889988694
116,117,4838.138429752066,1913.97,0.3956005037454215
117,118,6579.130165289256,1048.44,0.1593584522056503
118,119,5504.925619834711,786.72,0.14291201268285653
119,120,6028.911157024793,965.26,0.16010519559162753
120,121,4086.5,1937.33,0.4740805089930258
121,122,5927.599173553719,1475.0,0.24883598853660457
122,123,7669.423553719008,2233.74,0.29125265860650357
123,124,4200.198347107438,1759.2,0.4188373630525123
124,125,11194.935950413223,1844.8,0.1647887945202496
125,126,5887.597107438017,865.18,0.14694959322318207
126,127,6621.705607476635,1543.26,0.23306079905719299
127,128,9213.299586776859,1559.44,0.1692596648260678
128,129,7693.046728971963,2137.04,0.27778851153365824
129,130,3619.6838842975208,1375.4,0.37997793287049064
130,131,6564.842975206611,1843.82,0.2808627726456733
131,132,2318.5630841121497,510.15,0.220028518307645
132,133,8394.929752066115,1183.02,0.14092077419812138
133,134,4459.254132231405,1553.29,0.3483295533153962
134,135,7526.452479338843,1439.68,0.19128267984845737
135,136,3949.3808411214955,1133.69,0.28705512220950286
136,137,6665.17523364486,1589.67,0.2385038568791967
137,138,9171.123966942148,2392.66,0.26089059624801525
138,139,3198.8808411214955,1760.1,0.5502236836627296
139,140,2691.6776859504134,328.97,0.12221745631622417
140,141,6887.146694214876,1513.63,0.2197760650679086
141,142,4289.69214876033,1623.96,0.37857262099083383
142,143,7874.1177685950415,1101.12,0.13984042814189074
143,144,6386.0373831775705,860.22,0.13470325154469592
144,145,9870.628504672897,1784.05,0.18074330313975498
145,146,5841.688016528926,852.61,0.14595267627910957
146,147,10295.043388429753,1308.88,0.12713690954144066
147,148,6399.745867768595,1080.6,0.16885045474106827
148,149,5191.098130841122,1027.49,0.19793307198250057
149,150,7788.859504132231,2038.79,0.261757192939269
150,151,8408.911157024793,1838.66,0.21865613343577617
151,152,5138.264462809917,936.75,0.18230863879819215
152,153,6473.012396694215,1374.73,0.21237870650488455
153,154,10895.88223140496,2112.65,0.19389434973064926
154,155,6454.193925233645,950.79,0.147313515988843
155,156,8697.107438016528,1921.57,0.22094357390601987
156,157,5349.303719008264,554.79,0.10371256319371139
157,158,10342.535123966942,2213.08,0.2139784853011125
158,159,9739.163551401869,1780.08,0.18277544992493455
159,160,7215.737603305785,1076.67,0.14921135706303112
160,161,9108.855371900827,1450.94,0.15928894913359673
161,162,7249.719008264463,1631.1,0.22498803031408454
162,163,6185.400826446281,1300.82,0.21030488346660056
163,164,7917.719626168225,1185.02,0.14966683034386374
164,165,3340.376168224299,1672.38,0.5006561883385175
165,166,5220.283057851239,968.74,0.18557231270113358
166,167,11566.130165289256,1694.2,0.146479416692405
167,168,9408.419421487602,1640.04,0.17431620833722214
168,169,6088.679752066116,1514.38,0.24872058667334485
169,170,6397.675619834711,1782.28,0.2785824267917551
170,171,7794.977272727273,1986.13,0.2547961245440683
171,172,6379.586448598131,1324.84,0.20766863348816664
172,173,10560.896694214876,1841.94,0.17441132636104575
173,174,5576.834112149532,1050.43,0.18835597022898048
174,175,7394.871900826446,1058.85,0.14318706452260024
175,176,4368.572314049587,1530.0,0.35022883679398636
176,177,5079.735537190083,1504.47,0.2961709303536333
177,178,9275.853305785124,1753.45,0.18903382170850158
178,179,9127.793388429753,1521.5,0.16668869848967324
179,180,6801.177685950413,809.85,0.1190749657479107
180,181,2326.9182242990655,393.63,0.1691636585632796
181,182,6710.739669421488,1734.61,0.25848268379475603
182,183,5993.383177570094,2205.36,0.367965794053255
183,184,8342.669421487602,1056.48,0.12663572612369153
184,185,9098.19214876033,1728.25,0.18995531988577333
185,186,4680.539719626168,1496.02,0.3196255324416916
186,187,7925.402892561983,1387.15,0.17502580232253492
187,188,3701.336776859504,1549.98,0.41876221847478606
188,189,11161.745867768595,2185.93,0.19584122644399543
189,190,6732.502336448598,1036.17,0.15390562798476218
190,191,2509.8644859813085,559.64,0.22297618183206078
191,192,11514.630841121496,3236.67,0.28109194681613925
192,193,4982.438016528926,1110.0,0.22278250051834958
193,194,6047.130165289256,1834.7,0.3034001170557306
194,195,13475.357438016528,2640.61,0.1959584383676785
195,196,6538.719008264463,1819.97,0.2783373926452094
196,197,6274.369834710744,778.07,0.12400767256268534
197,198,3600.628099173554,1603.76,0.4454111771132676
198,199,2877.2871900826444,421.72,0.1465686155534189
199,200,7317.051652892562,1510.74,0.2064684071763765
200,201,4836.964876033057,1369.48,0.2831279604252889
201,202,7570.295454545455,1106.49,0.1461620628473129
202,203,2369.9628099173556,514.47,0.21707935578024554
203,204,6858.792056074766,1395.95,0.20352709173674693
204,205,8420.911157024793,1173.72,0.13938159162513825
205,206,6644.152892561983,1122.2,0.168900387776489
206,207,14052.851239669422,2189.53,0.15580681547522782
207,208,3807.5185950413224,1650.29,0.4334292686447378
208,209,5497.438016528926,1522.31,0.27691262646762577
209,210,3940.2623966942147,1449.27,0.367810529881437
210,211,16449.663223140495,2419.72,0.14709845224041238
211,212,6059.086776859504,1640.84,0.27080648626235165
212,213,10309.778925619834,1270.43,0.12322572667809369
213,214,7978.611570247934,1697.21,0.21271996826225487
214,215,7923.471962616823,1236.55,0.15606163634251244
215,216,6669.698347107438,1133.88,0.17000469001596588
216,217,4419.254132231405,1442.92,0.326507586308785
217,218,4593.551401869159,1587.45,0.3455822872372892
218,219,3925.278925619835,1942.57,0.4948871244081723
219,220,3613.473140495868,1526.52,0.42245228915428423
220,221,5402.033057851239,907.11,0.1679201127215649
221,222,4248.869834710744,1608.87,0.3786583403559429
222,223,6695.002066115702,1295.16,0.19345177002333985
223,224,6149.561983471074,962.46,0.1565087078700761
224,225,4799.925619834711,1393.81,0.29038158304794665
225,226,5386.3450413223145,772.25,0.14337180297131827
226,227,5625.280991735537,1006.83,0.17898305906481807
227,228,10020.530991735537,1611.56,0.16082580866514348
228,229,10882.65909090909,1834.04,0.16852866424273816
229,230,5712.506198347108,979.15,0.17140462802181525
230,231,4396.719626168225,1359.5,0.3092077993576349
231,232,3145.8553719008264,2135.54,0.6788423965942333
232,233,8806.735537190083,1543.57,0.17527152864777615
233,234,9355.648760330578,1780.44,0.19030641761043293
234,235,7461.94214876033,1491.16,0.19983537399143866
235,236,6009.628099173554,1053.32,0.17527207717643176
236,237,3868.878099173554,1801.99,0.465765514913724
237,238,6961.545454545455,1315.53,0.18897097039581073
238,239,6378.243801652892,1592.77,0.2497192094769474
239,240,6122.876033057852,1525.17,0.24909372519801098
240,241,2397.8615702479337,341.67,0.14248945987514702
241,242,5139.989669421488,1673.99,0.32567964289087953
242,243,2530.5116822429904,434.17,0.17157399550716998
243,244,4432.830578512397,1405.55,0.3170773110105384
244,245,11248.252066115703,1809.53,0.1608721061160283
245,246,9021.481404958678,1121.5,0.12431439468284719
246,247,6207.661157024793,1049.6,0.1690813936924115
247,248,10279.971074380166,1483.49,0.14430877181134943
248,249,4883.75826446281,1170.84,0.23974159583608848
249,250,10717.729338842975,1857.99,0.173356682302688
250,251,15890.857438016528,2593.71,0.16322026738437237
251,252,13460.316115702479,2291.57,0.17024637313879354
252,253,5260.295454545455,1205.58,0.2291848453033661
253,254,3788.0165289256197,1381.99,0.3648320933784226
254,255,7989.48347107438,1284.57,0.1607826093702724
255,256,8979.429752066115,2296.37,0.2557367297707985
256,257,6833.690082644628,1659.48,0.24283805380851917
257,258,4444.502336448598,629.52,0.14164015503770017
258,259,17973.97314049587,2893.92,0.16100613800740118
259,260,8419.429752066115,1463.67,0.17384431524484395
260,261,15562.03305785124,2010.93,0.1292202627076069
261,262,32465.07438016529,4912.85,0.15132723684753152
262,263,4610.401869158878,1901.86,0.41251501582159805
263,264,8895.177685950413,2035.92,0.22887907042212954
264,265,1779.400826446281,931.2,0.5233222251895545
265,266,4053.340909090909,1415.49,0.34921563020404045
266,267,3264.0475206611573,653.54,0.20022380062273742
267,268,2673.0723140495866,2091.09,0.7822796222194569
268,269,11756.770661157025,2633.49,0.22399773508389836
269,270,8635.611570247935,2173.81,0.2517262364473844
270,271,7148.826446280992,2077.32,0.2905819599356307
271,272,5747.764462809917,889.05,0.15467752823771225
272,273,8907.448347107438,1130.46,0.12691176596798343
273,274,6347.785123966943,2754.57,0.4339419098481673
274,275,9203.579439252337,1723.22,0.18723367482988637
275,276,5128.080578512397,1744.59,0.3402033125825194
276,277,7966.0163551401865,1168.7,0.14671072062837023
277,278,5759.324380165289,733.13,0.12729444490483094
278,279,6768.165887850468,1627.85,0.240515676916571
279,280,7920.212809917355,1212.9,0.15313982453618646
280,281,3868.3429752066118,1213.78,0.31377259146344716
281,282,4179.923553719008,1765.28,0.4223235131727171
282,283,6582.827102803738,1333.49,0.2025710198938757
283,284,4036.4369158878503,1053.62,0.2610272430749105
284,285,3890.9979338842977,1615.55,0.41520196809439885
285,286,4515.900826446281,1346.49,0.2981664238759645
286,287,10380.752336448599,3350.16,0.32272805394239246
287,288,4652.093457943925,1193.49,0.25654901622021237
288,289,8099.9359504132235,1089.77,0.13454057003307596
289,290,6530.512396694215,1134.58,0.17373521878227063
290,291,9837.099173553719,2354.57,0.2393561311580633
291,292,4905.305785123967,1034.24,0.2108410862247322
292,293,7810.113636363636,878.49,0.1124810778565089
293,294,7262.873966942148,1405.36,0.19349915837678947
294,295,6722.818181818182,1489.37,0.22153953293396977
295,296,6460.105371900827,869.79,0.13464021868486523
296,297,6425.601239669421,889.07,0.13836370587567617
297,298,7723.647196261682,2207.79,0.28584811603883087
298,299,5628.739669421488,1777.39,0.31577051069812173
299,300,8988.454545454546,1580.41,0.17582666653181353
300,301,6978.311983471074,1517.77,0.21749815766262828
301,302,4705.23347107438,1934.27,0.411089059000155
302,303,5114.609504132231,807.37,0.15785564848063258
303,304,6548.832644628099,899.59,0.13736646648588877
304,305,4466.05785123967,1702.13,0.3811258287949696
305,306,4447.126168224299,786.87,0.17693898716487072
306,307,2483.535123966942,1624.99,0.6543052217455291
307,308,4542.979338842975,630.42,0.1387679654648304
308,309,8695.663223140496,1126.29,0.12952318541991933
309,310,12082.332644628099,3535.7,0.29263388982855065
310,311,6092.2768595041325,615.67,0.10105745589016306
311,312,6934.270661157025,1344.16,0.19384302483741223
312,313,8899.809917355371,1275.91,0.14336373606270728
313,314,6469.615702479339,1838.06,0.2841065195411226
314,315,3641.365702479339,1453.94,0.3992842572801845
315,316,3570.7376033057853,682.32,0.1910865697239441
316,317,6825.205607476635,1796.68,0.26324188652014185
317,318,9308.985537190083,1487.7,0.1598133324041088
318,319,9829.13223140496,1641.0,0.16695268324469761
319,320,18399.721074380166,2557.37,0.13898960694360146
320,321,5531.940082644628,931.98,0.16847254056924868
321,322,6261.855371900827,1520.44,0.24280982387788055
322,323,9229.47520661157,1420.63,0.15392316119797647
323,324,2057.8884297520663,757.56,0.3681249134051794
324,325,8169.268595041322,906.48,0.11096219807856798
325,326,6283.18388429752,2108.78,0.3356228368980432
326,327,9581.712809917355,1863.66,0.19450175944232612
327,328,4097.888429752066,1499.51,0.36592260275146743
328,329,8601.537190082645,1376.48,0.16002721020459537
329,330,5321.818181818182,2525.82,0.4746159890673044
330,331,4370.0413223140495,826.01,0.18901651931350763
331,332,4683.278925619835,1818.32,0.3882578912934049
332,333,8287.078512396694,1713.37,0.2067519931706884
333,334,6721.76652892562,1569.62,0.2335130197166907
334,335,19959.55991735537,2648.9,0.13271334693590667
335,336,13009.545454545454,2411.41,0.185356975647252
336,337,3573.8243801652893,1658.5,0.46406869044955545
337,338,9127.072314049587,1391.06,0.15241031868003257
338,339,1841.9380165289256,841.68,0.4569534872764717
339,340,5417.861570247934,833.98,0.1539315815265164
340,341,6956.419421487603,1476.36,0.2122298715111525
341,342,9428.336448598131,1435.6,0.15226440081202816
342,343,9082.150826446281,1291.73,0.1422273230960464
343,344,10869.549586776859,1992.61,0.18332038361774175
344,345,4186.964953271028,1771.47,0.42309167135876197
345,346,8624.268595041322,1347.94,0.15629615255431892
346,347,5951.6859504132235,1871.17,0.31439326866198064
347,348,10368.046728971962,3253.51,0.31380163352355955
348,349,9442.917355371901,2008.01,0.2126472068356799
349,350,8848.863636363636,1082.96,0.12238407602414281
350,351,5094.9049586776855,897.45,0.1761465635333306
351,352,8477.904958677685,918.74,0.10836875436538246
352,353,5113.690082644628,1508.38,0.29496899022474915
353,354,7789.334710743801,2728.56,0.3502943577757041
354,355,11527.219008264463,2178.67,0.1890022214757955
355,356,5258.638429752066,1009.87,0.19204020460627358
356,357,9544.551652892562,1491.76,0.15629440273896036
357,358,5109.206611570248,606.73,0.11875229289534045
358,359,2465.6528925619837,504.25,0.2045097270265197
359,360,2524.8512396694214,340.34,0.13479606031940347
360,361,5044.289256198347,847.4,0.16799195227726632
361,362,11504.772727272728,1645.98,0.14306931905730821
362,363,2606.75826446281,263.55,0.10110258538081639
363,364,4163.5495867768595,1598.12,0.38383594735499643
364,365,4567.941588785046,1379.58,0.3020134940838708
365,366,2228.214876033058,573.41,0.25734053127804934
366,367,4906.8140495867765,1272.07,0.25924560970618526
367,368,12163.473140495867,2853.11,0.23456376045268987
368,369,6404.9504132231405,1024.87,0.1600121677576358
369,370,7046.727272727273,1595.71,0.2264469644193307
370,371,5171.762396694215,650.57,0.12579270857761055
371,372,11094.514462809917,1566.78,0.14122114178606246
372,373,5660.592975206611,1879.93,0.3321083159015479
373,374,8885.064049586777,1455.1,0.16376921898133903
374,375,8330.101239669422,1733.87,0.20814512934644813
375,376,10543.997933884297,1835.87,0.1741151706887413
376,377,7248.739669421488,1444.44,0.19926774389392285
377,378,7844.673553719008,1203.68,0.1534391446320107
378,379,5003.2004132231405,1397.68,0.2793571883121093
379,380,18622.727272727272,2998.32,0.16100327068586773
380,381,7565.512396694215,1958.24,0.258837722723931
381,382,5932.975206611571,1043.38,0.17586117650336403
382,383,16118.390495867769,1667.8,0.10347186962789924
383,384,7270.256198347108,1776.64,0.24437103061153734
384,385,6852.427570093458,1027.84,0.14999647781552278
385,386,9958.572314049587,2500.12,0.2510520505507423
386,387,8282.578512396694,2112.55,0.2550594596644156
387,388,12891.419421487602,2448.69,0.18994727577620263
388,389,9547.070247933885,2054.02,0.2151466310247919
389,390,10874.811983471074,2033.23,0.18696691060869486
390,391,4757.537190082645,1245.22,0.26173626190368654
391,392,9178.103305785124,1717.98,0.1871824649126717
392,393,7422.706611570248,1129.13,0.15211836585861455
393,394,7042.380165289256,1917.81,0.27232412266701717
394,395,3233.2623966942147,1341.08,0.4147761101515178
395,396,9329.576446280991,2213.75,0.2372830120152408
396,397,5053.644628099173,1218.97,0.2412061175062266
397,398,6861.797520661157,1890.42,0.275499239712024
398,399,2008.1845794392523,729.28,0.3631538691546161
399,400,7338.679752066116,1572.11,0.21422245596115452
400,401,5835.144628099173,1198.28,0.20535566406180844
401,402,4164.231404958678,1047.23,0.25148218198272576
402,403,6919.9504132231405,1183.67,0.17105180374387627
403,404,5916.98347107438,1671.69,0.28252402734808757
404,405,5628.696280991736,1914.55,0.3401409321845076
405,406,7516.712809917355,1567.13,0.2084860815664488
406,407,3275.303738317757,1750.85,0.5345611094069894
407,408,5984.0495867768595,1828.8,0.3056124407861118
408,409,4094.2004132231405,1201.41,0.29344191264300995
409,410,8117.309917355372,1140.41,0.14049112472122377
410,411,7772.163223140496,2137.09,0.2749672052224949
411,412,11368.771028037383,1594.76,0.14027549645137916
412,413,6536.7009345794395,1010.27,0.15455349879258307
413,414,8137.946280991736,1529.4,0.1879343936654272
414,415,5805.330578512397,935.33,0.1611157172447665
415,416,9328.142561983472,2428.54,0.2603455064995932
416,417,9801.561983471074,2209.18,0.22539060648960488
417,418,6584.892561983471,1944.29,0.2952652578152847
418,419,6745.783057851239,1600.35,0.23723709853630628
419,420,4231.130841121495,1656.87,0.39159034835255374
420,421,7378.838842975207,1482.35,0.20089204162674254
421,422,4211.859504132231,2031.16,0.48224780480147555
422,423,17160.679752066117,2526.65,0.14723484363699496
423,424,8785.119834710744,1532.03,0.1743891977371579
424,425,1168.6198347107438,1674.13,1.4325702424983913
425,426,4707.995867768595,1233.68,0.262039312405921
426,427,5267.644859813084,754.31,0.143196821364067
427,428,5325.640186915888,988.45,0.18560209952381662
428,429,6691.953271028037,1531.97,0.22892718134068116
429,430,7848.607476635514,2127.48,0.27106464507663125
430,431,11949.066115702479,2144.93,0.17950607848602573
431,432,13924.86570247934,2520.44,0.18100282285316638
432,433,5538.756198347108,1483.98,0.26792657897505107
433,434,8336.401869158879,2551.48,0.3060648994669252
434,435,2615.884297520661,1812.82,0.6930046568642938
435,436,5043.126033057852,869.4,0.17239307411733423
436,437,6709.851239669421,1206.0,0.17973572839737306
437,438,1854.0557851239669,922.78,0.49770886475149967
438,439,5488.8677685950415,659.14,0.1200866968906261
439,440,6473.293388429752,2218.71,0.34274825299370526
440,441,4693.487603305785,833.78,0.17764614940342868
441,442,5473.055785123967,2121.6,0.3876445048790864
442,443,1880.6280991735537,743.41,0.3952987835961258
443,444,8638.305785123966,2872.95,0.3325825771238047
444,445,8030.150826446281,1927.0,0.23997058606342367
445,446,6221.648760330579,2061.9,0.3314073293797517
446,447,6714.429752066116,1649.76,0.24570366522821208
447,448,10626.068181818182,1959.47,0.18440216705486293
448,449,9396.256198347108,2265.82,0.24114072159915986
449,450,11075.481404958678,1589.14,0.14348270218651765
450,451,5086.252066115702,939.0,0.18461530962170752
451,452,6687.165289256199,1717.12,0.25677845929108056
452,453,12394.933884297521,2776.7,0.22401894402338463
453,454,7291.464876033057,1139.41,0.15626626739233493
454,455,9179.123966942148,1716.31,0.18697971682059722
455,456,7886.055785123967,782.18,0.09918519743107602
456,457,1736.8107476635514,864.65,0.4978377760289498
457,458,7174.971074380165,1274.34,0.17760907839061751
458,459,6782.175619834711,1675.21,0.2470018610401048
459,460,4669.98347107438,1494.81,0.3200889273503366
460,461,6145.8140495867765,1517.64,0.24693880871681126
461,462,6062.661157024793,1671.73,0.2757419484120385
462,463,5662.7086776859505,916.85,0.1619101479849866
463,464,9886.960743801654,2761.2,0.2792769255942535
464,465,9699.086776859504,1753.82,0.18082320947827157
465,466,7271.130165289256,1638.36,0.22532398165847214
466,467,12552.842975206611,1804.69,0.1437674320920354
467,468,4464.429752066116,1322.6,0.29625284156121107
468,469,9993.933884297521,1208.74,0.12094736807286403
469,470,4654.830578512397,1465.26,0.3147826704507625
470,471,8768.308411214954,1127.75,0.12861659822065233
471,472,6572.336776859504,1953.78,0.2972732631229505
472,473,4398.838842975207,1930.08,0.4387703366496981
473,474,5658.586776859504,717.88,0.12686559883392312
474,475,2314.3347107438017,496.35,0.21446768166065253
475,476,4908.163223140496,1434.39,0.29224578213643915
476,477,7858.5490654205605,934.25,0.11888326868262702
477,478,8645.448347107438,986.32,0.11408546559994188
478,479,13891.502066115703,2178.48,0.15682105431303725
479,480,4551.421487603306,1676.85,0.36842336060662184
480,481,6356.107438016529,1883.71,0.2963622025539307
481,482,10336.245867768595,1754.09,0.169702813036768
482,483,3971.745867768595,1204.87,0.3033602954755309
483,484,6482.398760330579,987.9,0.15239728941784828
484,485,4511.345794392523,1267.16,0.28088292446458984
485,486,3939.8264462809916,1949.7,0.49486951432604953
486,487,6421.524793388429,1006.35,0.15671511554952386
487,488,4656.75826446281,1869.09,0.4013714893177116
488,489,9069.599173553719,2343.25,0.2583631266564397
489,490,10295.995327102804,2389.51,0.23208149616287616
490,491,8453.028925619834,1664.45,0.19690574995612609
491,492,9623.406542056075,1937.02,0.2012821542491074
492,493,10425.702479338843,2489.01,0.23873786969584074
493,494,8652.902892561984,1668.93,0.1928751565482849
494,495,4728.090909090909,1300.38,0.27503278278759447
495,496,9856.76652892562,1738.29,0.1763549937901869
496,497,3297.3347107438017,483.02,0.14648800997549988
497,498,6460.376168224299,929.66,0.1439018372602793
498,499,4259.964876033057,1603.29,0.37636225805997897
499,500,4476.228971962617,1204.73,0.2691394938788804
500,501,6565.151869158878,1543.24,0.23506539235591495
501,502,13438.378099173553,2109.9,0.1570055541248506
502,503,4931.340909090909,997.12,0.2022005816231064
503,504,5664.745867768595,484.69,0.08556253207364528
504,505,4439.679752066116,1601.62,0.36075124545968573
505,506,9681.603305785124,1823.41,0.18833760715133244
